date,open,high,low,close,volume
2020-05-28,10.28137968,10.52902752,10.23344784,10.44115248,96076031.0
2020-05-29,10.39322064,10.41718656,10.32132288,10.385232,45780822.0
2020-06-01,10.4651184,10.69678896,10.44914112,10.64086848,88296055.0
2020-06-02,10.61690256,10.88851632,10.60891392,10.8246072,88345888.0
2020-06-03,10.89650496,11.08823232,10.784664,10.81661856,95680308.0
2020-06-04,10.80862992,10.89650496,10.71276624,10.84058448,58306633.0
2020-06-05,10.8645504,10.88052768,10.72874352,10.85656176,38302690.0
2020-06-08,10.92845952,11.0642664,10.84857312,10.88052768,58597190.0
2020-06-09,10.89650496,10.96840272,10.80862992,10.92047088,47430007.0
2020-06-10,10.95242544,10.95242544,10.7047776,10.77667536,58047620.0
2020-06-11,10.68880032,10.69678896,10.385232,10.44914112,134903982.0
2020-06-12,10.3053456,10.40120928,10.28137968,10.37724336,103055057.0
2020-06-15,10.2654024,10.36126608,10.2254592,10.24143648,66031307.0
2020-06-16,10.3053456,10.37724336,10.27339104,10.29735696,71805910.0
2020-06-17,10.29735696,10.32132288,10.19350464,10.2654024,71646824.0
2020-06-18,10.19350464,10.2254592,10.05769776,10.19350464,111964780.0
2020-06-19,10.16953872,10.25741376,10.07367504,10.2254592,153952178.0
2020-06-22,10.17752736,10.19350464,10.08166368,10.09764096,131907979.0
2020-06-23,10.1056296,10.13758416,10.00177728,10.0656864,99080673.0
2020-06-24,10.09764096,10.28936832,10.0656864,10.2254592,152322048.0
2020-06-29,10.32132288,10.36126608,10.15356144,10.2254592,103848006.0
2020-06-30,10.24942512,10.28936832,10.16155008,10.2254592,93794022.0
2020-07-01,10.21747056,10.5050616,10.17752736,10.48109568,169739001.0
2020-07-02,10.44914112,10.77667536,10.36126608,10.72874352,259050119.0
2020-07-03,10.84058448,11.43973248,10.83259584,11.383812,376833360.0
2020-07-06,11.6634144,12.52618752,11.65542576,12.52618752,471146080.0
2020-07-07,13.0214832,13.28510832,12.00692592,12.36641472,396442752.0
2020-07-08,12.16669872,12.781824,12.16669872,12.59009664,263133916.0
2020-07-09,12.51021024,12.51021024,12.23060784,12.40635792,224399440.0
2020-07-10,12.2625624,12.36641472,11.79123264,11.87111904,215877326.0
2020-07-13,11.7433008,12.04686912,11.583528,11.89508496,193716012.0
2020-07-14,11.9030736,12.13474416,11.6234712,11.72732352,195356627.0
2020-07-15,11.80720992,11.87111904,11.36783472,11.39978928,204256283.0
2020-07-16,11.4237552,11.6234712,11.27995968,11.3039256,193089129.0
2020-07-17,11.31990288,11.40777792,11.1441528,11.29593696,129134677.0
2020-07-20,11.36783472,11.79922128,11.2639824,11.76726672,197963200.0
2020-07-21,11.72732352,11.72732352,11.5036416,11.57553936,125286569.0
2020-07-22,11.57553936,11.7033576,11.39978928,11.51163024,131295159.0
2020-07-23,11.37582336,11.41576656,11.03231184,11.19208464,202752587.0
2020-07-24,11.16013008,11.17610736,10.72075488,10.784664,183088183.0
2020-07-27,10.92047088,10.92845952,10.4651184,10.57695936,188065335.0
2020-07-28,10.65684576,10.72874352,10.52902752,10.65684576,121700599.0
2020-07-29,10.6648344,10.88851632,10.55299344,10.81661856,151958025.0
2020-07-30,10.784664,10.79265264,10.68081168,10.68081168,96406763.0
2020-07-31,10.60891392,10.80862992,10.584948,10.65684576,116582191.0
2020-08-03,10.76069808,10.88052768,10.72874352,10.85656176,144509616.0
2020-08-04,10.91248224,11.3039256,10.76868672,11.21605056,244566325.0
2020-08-05,11.04030048,11.0642664,10.88052768,10.99236864,144020313.0
2020-08-06,11.04030048,11.15214144,10.9044936,11.1042096,135251068.0
2020-08-07,11.0243232,11.1042096,10.88052768,10.9444368,98867837.0
2020-08-10,10.92047088,11.20007328,10.88052768,11.1441528,158771035.0
2020-08-11,11.16013008,11.71134624,11.16013008,11.28794832,260330789.0
2020-08-12,11.35185744,11.583528,11.3039256,11.48766432,159681170.0
2020-08-13,11.5036416,11.55157344,11.29593696,11.32789152,83726175.0
2020-08-14,11.2639824,11.59151664,11.23202784,11.55956208,110321582.0
2020-08-17,11.6634144,12.2625624,11.6234712,12.13474416,326802784.0
2020-08-18,12.1427328,12.2226192,11.91106224,12.1027896,135026107.0
2020-08-19,12.07083504,12.2625624,11.95100544,12.0628464,142092811.0
2020-08-20,11.99094864,12.09480096,11.60749392,11.65542576,133380162.0
2020-08-21,11.75128944,11.75128944,11.43973248,11.5435848,123451733.0
2020-08-24,11.583528,11.75128944,11.51163024,11.55157344,91944886.0
2020-08-25,11.63145984,11.73531216,11.55157344,11.6634144,74832022.0
2020-08-26,11.6634144,11.67140304,11.40777792,11.47967568,73411772.0
2020-08-27,11.5036416,11.55157344,11.27197104,11.55157344,62666677.0
2020-08-28,11.39180064,12.12675552,11.39180064,12.08681232,241040002.0
2020-08-31,12.2226192,12.52618752,11.97497136,12.04686912,179712954.0
2020-09-01,11.95100544,12.16669872,11.88709632,12.09480096,81364258.0
2020-09-02,11.99094864,12.40635792,11.99094864,12.23859648,167938297.0
2020-09-03,12.23859648,12.24658512,11.85514176,11.9030736,127984159.0
2020-09-04,11.76726672,12.03089184,11.6634144,11.95100544,90988999.0
2020-09-07,11.88709632,12.17468736,11.84715312,11.93502816,103137681.0
2020-09-08,11.98296,12.32647152,11.98296,12.32647152,140760166.0
2020-09-09,12.19066464,12.43032384,12.08681232,12.15072144,101357247.0
2020-09-10,12.23859648,12.36641472,12.1427328,12.25457376,95709239.0
2020-09-11,12.12675552,12.2226192,11.83916448,11.99094864,95423625.0
2020-09-14,11.99094864,12.2226192,11.91905088,12.2226192,68025105.0
2020-09-15,12.1427328,12.36641472,12.1027896,12.2625624,65713267.0
2020-09-16,12.23859648,12.41434656,12.15072144,12.33446016,72241475.0
2020-09-17,12.41434656,12.55814208,12.3025056,12.43831248,98821563.0
2020-09-18,12.47825568,12.85372176,12.39836928,12.83774448,137319330.0
2020-09-21,12.781824,12.8217672,12.55015344,12.66998304,89616165.0
2020-09-22,12.51819888,12.65400576,12.29451696,12.43831248,86775631.0
2020-09-23,12.45428976,12.64601712,12.39038064,12.48624432,59920047.0
2020-09-24,12.45428976,12.47026704,12.07882368,12.07882368,106101124.0
2020-09-25,12.1427328,12.23060784,12.07083504,12.13474416,61408700.0
2020-09-28,12.13474416,12.27853968,11.96698272,12.23060784,61271111.0
2020-09-29,12.29451696,12.31049424,11.79123264,11.8231872,118237440.0
2020-09-30,11.8231872,12.19865328,11.8231872,12.11876688,121706482.0
2020-10-09,12.2226192,12.4223352,12.08681232,12.12675552,90042593.0
2020-10-12,12.15871008,12.8217672,12.15072144,12.7019376,159134715.0
2020-10-13,12.7019376,12.86969904,12.59808528,12.82975584,90881948.0
2020-10-14,12.81377856,12.87768768,12.6220512,12.80578992,66256236.0
2020-10-15,12.9415968,13.51677888,12.9016536,13.22918784,160006232.0
2020-10-16,13.22918784,13.87626768,13.21321056,13.6605744,209561419.0
2020-10-19,13.8203472,14.4594384,13.8203472,13.96414272,201610552.0
2020-10-20,13.96414272,14.0600064,13.780404,14.01207456,96007195.0
2020-10-21,14.09196096,14.379552,13.84431312,14.30765424,124456018.0
2020-10-22,14.33162016,14.778984,13.8203472,14.02805184,189051905.0
2020-10-23,14.00408592,15.00266592,14.00408592,14.48340432,169850168.0
2020-10-26,14.5393248,14.61122256,13.9401768,14.1398928,117559865.0
2020-10-27,14.379552,14.379552,13.98012,14.18782464,103486504.0
2020-10-28,14.18782464,14.2996656,13.81235856,14.08397232,120582386.0
2020-10-29,14.01207456,14.32363152,13.8602904,14.19581328,84660362.0
2020-10-30,14.17184736,14.66714304,14.0600064,14.179836,100780383.0
2020-11-02,14.0999496,14.4194952,13.84431312,14.08397232,96845277.0
2020-11-03,14.14788144,14.65116576,14.1398928,14.34759744,95786863.0
2020-11-04,14.6591544,14.76300672,14.34759744,14.63518848,124763640.0
2020-11-05,14.67513168,14.778984,14.01207456,14.1398928,142946944.0
2020-11-06,14.14788144,14.179836,13.75643808,14.09196096,84878153.0
2020-11-09,14.11592688,14.379552,14.01207456,14.25173376,95142432.0
2020-11-10,14.379552,14.778984,14.32363152,14.46742704,102106281.0
2020-11-11,14.5393248,14.6192112,14.0600064,14.22776784,94013007.0
2020-11-12,14.22776784,14.33162016,13.9401768,14.10793824,67725848.0
2020-11-13,13.91621088,13.95615408,13.33304016,13.72448352,128918923.0
2020-11-16,13.64459712,13.92419952,13.5008016,13.87626768,75985693.0
2020-11-17,13.88425632,14.32363152,13.780404,14.24374512,85293051.0
2020-11-18,14.20380192,14.778984,14.179836,14.74702944,137340072.0
2020-11-19,14.85088176,15.16243872,14.6192112,15.0585864,121174062.0
2020-11-20,15.04260912,15.17042736,14.79496128,15.06657504,67391922.0
2020-11-23,15.0585864,15.67371168,15.0186432,15.67371168,116585826.0
2020-11-24,15.67371168,15.72164352,15.31422288,15.46600704,67854323.0
2020-11-25,15.56187072,15.7376208,15.2183592,15.22634784,55258501.0
2020-11-26,15.2183592,15.66572304,15.20238192,15.577848,63965789.0
2020-11-27,15.97728,15.97728,15.48198432,15.7376208,75377374.0
2020-11-30,15.8973936,16.68028032,15.64974576,15.76957536,158144128.0
2020-12-01,15.7376208,16.38470064,15.4979616,16.0172232,126371975.0
2020-12-02,15.92135952,16.02521184,15.59382528,15.68170032,88938529.0
2020-12-03,15.80152992,15.86543904,15.31422288,15.60980256,71445230.0
2020-12-04,15.55388208,15.55388208,15.15445008,15.4180752,89134784.0
2020-12-07,15.42606384,15.48997296,14.92277952,15.10651824,87380661.0
2020-12-08,15.11450688,15.20238192,14.80294992,14.94674544,71964751.0
2020-12-09,15.01065456,15.2183592,14.92277952,14.94674544,67722115.0
2020-12-10,14.96272272,15.08255232,14.7390408,14.8988136,60786655.0
2020-12-11,14.94674544,15.0186432,14.55530208,14.79496128,88779387.0
2020-12-14,14.8588704,15.22634784,14.778984,15.08255232,83599174.0
2020-12-15,15.0186432,15.0585864,14.4993816,14.97071136,78885794.0
2020-12-16,15.0186432,15.2583024,14.84289312,15.18640464,68907042.0
2020-12-17,15.10651824,15.23433648,14.8588704,15.1384728,68614069.0
2020-12-18,15.178416,15.2583024,14.56329072,14.66714304,105875636.0
2020-12-21,14.6192112,14.89082496,14.40351792,14.60323392,90687811.0
2020-12-22,14.66714304,14.8988136,14.28368832,14.2996656,102873751.0
2020-12-23,14.34759744,14.43547248,14.21179056,14.379552,75008273.0
2020-12-24,14.4993816,14.77099536,14.4194952,14.58725664,63295012.0
2020-12-25,14.58725664,14.58725664,14.2197792,14.41150656,57707733.0
2020-12-28,14.39552928,15.06657504,14.34759744,15.0585864,127033706.0
2020-12-29,15.07456368,15.4180752,14.9387568,15.31422288,96309223.0
2020-12-30,15.178416,15.3381888,14.95473408,15.3381888,97849778.0
2020-12-31,15.34617744,15.64175712,15.19439328,15.45002976,92450343.0
2021-01-04,15.2583024,15.2583024,14.73105216,14.8588704,155421643.0
2021-01-05,14.6990976,14.76300672,14.2197792,14.51535888,182135210.0
2021-01-06,14.44346112,15.62577984,14.379552,15.62577984,193494512.0
2021-01-07,15.59382528,15.96130272,15.36215472,15.8973936,158418530.0
2021-01-08,15.8973936,16.0571664,15.42606384,15.8574504,119547322.0
2021-01-11,15.97728,16.48855296,15.97728,16.28084832,179045714.0
2021-01-12,16.28883696,16.776144,16.12107552,16.776144,128816550.0
2021-01-13,16.776144,16.78413264,16.2968256,16.5364848,104911973.0
2021-01-14,16.52050752,16.68826896,15.9373368,16.11308688,113015562.0
2021-01-15,16.776144,17.5350648,16.63234848,16.776144,248068898.0
2021-01-18,16.9359168,18.19812192,16.9359168,18.1342128,215730178.0
2021-01-19,17.98242864,18.24605376,17.6149512,17.84662176,124208834.0
2021-01-20,17.6948376,18.34990608,17.67087168,17.95047408,128079316.0
2021-01-21,17.97444,18.2140992,17.6948376,17.75874672,94477860.0
2021-01-22,17.75874672,17.75874672,17.18356464,17.59897392,92443442.0
2021-01-25,17.35132608,18.0543264,17.11965552,17.96645136,102836527.0
2021-01-26,17.8146672,18.62950848,17.8146672,17.87058768,112672055.0
2021-01-27,17.82265584,18.74933808,17.82265584,18.43778112,129415272.0
2021-01-28,18.19812192,18.51766752,17.9344968,18.22208784,85747696.0
2021-01-29,18.22208784,18.80525856,18.14220144,18.44576976,124025841.0
2021-02-01,18.373872,19.96361136,18.1342128,19.6121112,147523930.0
2021-02-02,18.67744032,19.2526224,18.30197424,18.59755392,241616877.0
2021-02-03,18.75732672,20.11539552,18.67744032,19.9316568,192327159.0
2021-02-04,19.31653152,20.16332736,19.20469056,19.6520544,125524750.0
2021-02-05,19.6520544,20.21924784,19.38842928,19.91567952,101557559.0
2021-02-08,19.8917136,19.8917136,19.2526224,19.8118272,108426467.0
2021-02-09,19.80383856,19.84378176,19.30854288,19.63607712,94209355.0
2021-02-10,19.6520544,19.93964544,18.67744032,19.02894048,191886710.0
2021-02-18,19.172736,19.6121112,18.75732672,19.4123952,150523081.0
2021-02-19,19.14078144,19.32452016,18.82922448,19.0529064,92258314.0
2021-02-22,19.0129632,19.0129632,17.78271264,17.87857632,195684248.0
2021-02-23,17.87857632,18.11823552,17.43121248,17.51908752,187046013.0
2021-02-24,17.79070128,17.79868992,17.22350784,17.70282624,142849985.0
2021-02-25,17.8945536,18.02237184,17.31937152,17.64690576,159340347.0
2021-02-26,17.2554624,17.54305344,16.94390544,17.07971232,112497730.0
2021-03-01,17.20753056,17.31937152,16.91993952,17.1356328,112538653.0
2021-03-02,17.27143968,17.6948376,16.98384864,17.2954056,147342505.0
2021-03-03,17.23948512,18.43778112,17.14362144,18.38186064,191963527.0
2021-03-04,18.19013328,18.76531536,18.0942696,18.30996288,121357937.0
2021-03-05,18.1342128,18.35789472,17.46316704,17.84662176,88017141.0
2021-03-08,17.92650816,18.12622416,17.15959872,17.2554624,99377397.0
2021-03-09,17.31937152,17.51109888,16.44062112,16.6563144,136189533.0
2021-03-10,16.64832576,16.70424624,16.20096192,16.2968256,114941657.0
2021-03-11,16.44062112,17.07971232,16.42464384,16.99183728,104865939.0
2021-03-12,17.07172368,17.3353488,16.9359168,17.15959872,69720060.0
2021-03-15,17.0956896,17.67087168,16.86401904,17.2554624,95874870.0
2021-03-16,17.2554624,17.66288304,16.99183728,17.30339424,93968432.0
2021-03-17,17.1356328,17.2155192,16.6962576,16.9359168,82148865.0
2021-03-18,17.0158032,17.35931472,16.776144,17.35931472,69161019.0
2021-03-19,17.19954192,17.2954056,16.27285968,16.35274608,152562227.0
2021-03-22,16.4166552,17.2155192,16.40067792,17.2155192,145119008.0
2021-03-23,17.23149648,17.2954056,16.74418944,16.95988272,68290338.0
2021-03-24,16.94390544,16.99982592,16.3367688,16.40067792,85008507.0
2021-03-25,16.44062112,16.64033712,16.2968256,16.576428,49266574.0
2021-03-26,16.64832576,17.0956896,16.58441664,16.88798496,82210806.0
2021-03-29,16.99982592,17.2954056,16.9359168,17.16758736,78566668.0
2021-03-30,17.07971232,17.51908752,16.94390544,17.51908752,73865481.0
2021-03-31,17.39126928,17.63092848,17.2554624,17.58299664,77702807.0
2021-04-01,17.63891712,17.66288304,17.175576,17.39925792,54444898.0
2021-04-02,17.3353488,17.35931472,17.06373504,17.175576,58108352.0
2021-04-06,17.2155192,17.64690576,17.18356464,17.31937152,40110282.0
2021-04-07,17.47914432,17.51908752,17.02379184,17.28741696,51760459.0
2021-04-08,17.14362144,17.35931472,17.03976912,17.22350784,38302950.0
2021-04-09,17.34333744,17.35132608,16.84005312,17.0158032,39896028.0
2021-04-12,17.18356464,17.18356464,16.48056432,16.5364848,59474314.0
2021-04-13,16.55246208,16.68028032,16.44860976,16.60039392,49990418.0
2021-04-14,16.60838256,16.72821216,16.31280288,16.51251888,53743849.0
2021-04-15,16.58441664,16.59240528,16.04118912,16.26487104,73586505.0
2021-04-16,16.26487104,16.32079152,15.82549584,16.18498464,72999826.0
2021-04-19,16.00124592,16.96787136,15.90538224,16.8959736,111228262.0
2021-04-20,16.84005312,17.5350648,16.71223488,17.32736016,83477272.0
2021-04-21,17.8146672,18.52565616,17.80667856,18.38186064,159709965.0
2021-04-22,18.52565616,18.55761072,18.19812192,18.35789472,82969388.0
2021-04-23,18.62950848,18.8931336,18.42979248,18.60554256,82323015.0
2021-04-26,19.06888368,19.35647472,18.2939856,18.32594016,87241767.0
2021-04-27,18.3339288,18.52565616,18.26203104,18.32594016,47043140.0
2021-04-28,18.60554256,18.7333608,18.19812192,18.6534744,59383793.0
2021-04-29,18.64548576,18.94106544,18.46174704,18.84520176,61483688.0
2021-04-30,18.6534744,18.76531536,18.38186064,18.60554256,56198132.0
2021-05-06,18.4537584,18.9330768,18.4537584,18.773304,50029522.0
2021-05-07,18.90911088,19.4123952,18.68542896,19.2126792,80221421.0
2021-05-10,19.172736,19.20469056,18.38984928,19.06089504,66143890.0
2021-05-11,18.86916768,18.97302,18.42180384,18.79726992,49722345.0
2021-05-12,18.60554256,18.88514496,18.27800832,18.8132472,53326526.0
2021-05-13,18.78928128,18.84520176,18.24605376,18.42979248,54965250.0
2021-05-14,18.63107844,18.86457078,18.1962996,18.77600472,56378536.0
2021-05-17,18.6391299,19.17857772,18.4781007,19.0014456,52756465.0
2021-05-18,19.2027321,19.41207006,18.8404164,19.2429894,39541498.0
2021-05-19,19.17857772,19.42817298,18.93703392,19.0014456,42942033.0
2021-05-20,18.84846786,19.19468064,18.73574742,19.17857772,40578837.0
2021-05-21,19.22688648,19.39596714,18.54251238,18.91287954,53933574.0
2021-05-24,18.90482808,19.0014456,18.67133574,18.90482808,34393563.0
2021-05-25,18.95313684,19.91126058,18.8806737,19.8065916,97237462.0
2021-05-26,19.83879744,20.22526752,19.726077,20.13670146,91926378.0
2021-05-27,20.05618686,20.25747336,19.74217992,19.95956934,50409136.0
2021-05-28,19.87100328,19.89515766,19.45232736,19.726077,49240073.0
2021-05-31,19.58920218,19.75023138,19.25104086,19.4845332,51535081.0
2021-06-01,19.4845332,19.5247905,18.920931,19.25909232,62501796.0
2021-06-02,19.23493794,19.25909232,18.82431348,19.23493794,49752702.0
2021-06-03,19.09806312,19.43622444,19.06585728,19.13832042,40090085.0
2021-06-04,19.31545254,20.09644416,19.1624748,19.75828284,75673942.0
2021-06-07,19.70997408,19.70997408,19.26714378,19.5650478,44791410.0
2021-06-08,19.4442759,19.78243722,19.2832467,19.75023138,57007792.0
2021-06-09,19.66971678,20.03203248,19.46843028,19.8468489,45383150.0
2021-06-10,19.85490036,20.17695876,19.4442759,19.4845332,53021516.0
2021-06-11,19.57309926,19.6053051,18.61497552,18.81626202,83466504.0
2021-06-15,18.8001591,18.86457078,18.3573288,18.69549012,66062259.0
2021-06-16,18.69549012,18.8404164,18.52640946,18.72769596,37820804.0
2021-06-17,18.53446092,19.07390874,18.53446092,18.5988726,45328209.0
2021-06-18,18.62302698,18.74379888,18.02721894,18.2365569,69409930.0
2021-06-21,18.1962996,18.25265982,17.72126346,17.84203536,71827274.0
2021-06-22,18.01916748,18.59082114,17.9144985,18.49420362,75775141.0
2021-06-23,18.3975861,18.84846786,18.29291712,18.63107844,44790778.0
2021-06-24,18.54251238,18.61497552,18.26071128,18.58276968,39028349.0
2021-06-25,18.58276968,19.0014456,18.56666676,18.80821056,55997295.0
2021-06-28,18.80821056,18.83236494,18.09968208,18.34122588,62625737.0
2021-06-29,18.18019668,18.34927734,17.713212,17.98696164,104974939.0
2021-06-30,18.00306456,18.46199778,17.9950131,18.21240252,40343546.0
2021-07-01,18.36538026,18.920931,18.13188792,18.6793872,66483330.0
2021-07-02,18.29291712,18.30902004,17.51997696,17.56023426,107067756.0
2021-07-05,17.46361674,17.8339839,16.98052914,17.76152076,85934129.0
2021-07-06,17.77762368,18.518358,17.5924401,18.34122588,79195726.0
2021-07-07,18.26071128,18.5586153,18.115785,18.1560423,46894487.0
2021-07-08,18.34122588,18.34122588,17.0690952,17.31869046,145705947.0
2021-07-09,17.1496098,17.41530798,16.92416892,17.12545542,76236474.0
2021-07-12,17.310639,17.310639,16.81949994,17.03688936,87790102.0
2021-07-13,17.0288379,17.18181564,16.53769884,17.00468352,65761395.0
2021-07-14,16.908066,16.908066,16.43302986,16.71483096,84795055.0
2021-07-15,16.68262512,17.48777112,16.61016198,17.40725652,95600305.0
2021-07-16,17.23817586,17.56828572,17.1496098,17.18181564,57300261.0
2021-07-19,17.19791856,17.25427878,16.73093388,17.07714666,52213595.0
2021-07-20,16.9885806,17.0690952,16.48133862,16.5860076,80403433.0
2021-07-21,16.56990468,16.7470368,16.2639492,16.4652357,75307652.0
2021-07-22,16.4652357,16.63431636,16.29615504,16.40887548,86864809.0
2021-07-23,16.40887548,16.40887548,16.10292,16.1834346,72740433.0
2021-07-26,16.07071416,16.09486854,14.83884078,15.1367448,145130394.0
